FID,parada,descricao,situacao,estrutura_de_paragem,tipo,geo_ponto_rede_pto
Paradas de onibus.fid-70332a8e_1869e51a008_5e98,2707,QUADRA 32 CONJ 24 LOTE 18 AV. PARANOA,ATIVA,SEM ESTRUTURA,Habitual,POINT (202045.95874263713 8255525.451532738)
Paradas de onibus.fid-70332a8e_1869e51a008_5e99,2708,QUDRA 34 CONJ 26 LOTE 10 AV. PARANOA,ATIVA,SEM ESTRUTURA,Habitual,POINT (202026.18773100228 8255661.328853011)
Paradas de onibus.fid-70332a8e_1869e51a008_5e9a,6398,DF 001 - kM 13 Entrada do setor de chacaras,ATIVA,SEM ESTRUTURA,Padrão,POINT (202615.17929793708 8255082.294707027)
Paradas de onibus.fid-70332a8e_1869e51a008_5e9b,6399,DF 001- Km 13 - Entrada do Setor de chacaras - lado opsoto,ATIVA,SEM ESTRUTURA,Padrão,POINT (202584.83531845565 8255096.787216178)
Paradas de onibus.fid-70332a8e_1869e51a008_5e9c,2711,EM FRENTE AO CONSELHO TUTELAR DO PARANOA AV. PARANOA,ATIVA,SEM ESTRUTURA,Tipo C,POINT (202149.93743432235 8254532.146201262)
Paradas de onibus.fid-70332a8e_1869e51a008_5e9d,2703,ENTRE QUADRA 18 / 20 AV. PARANOA,ATIVA,SEM ESTRUTURA,Tipo C,POINT (202187.70968542367 8254502.435811649)
Paradas de onibus.fid-70332a8e_1869e51a008_5e9e,2704,QD. 22  CL 16 E BLOCO G AV. PARANOA,ATIVA,SEM ESTRUTURA,Tipo C,POINT (202157.56589155184 8254869.693301204)
Paradas de onibus.fid-70332a8e_1869e51a008_5e9f,2706,ENTRE QUADRA 30/ 32 AV. PARANOA,ATIVA,SEM ESTRUTURA,Tipo C,POINT (202085.0520777391 8255324.720482791)
Paradas de onibus.fid-70332a8e_1869e51a008_5ea0,2709,ENTRE QUADRA 29/31 AV. PARANOA,ATIVA,SEM ESTRUTURA,Tipo C,POINT (202050.47393638844 8255303.736057398)
Paradas de onibus.fid-70332a8e_1869e51a008_5ea1,2710,ENTRE QUADRA 25/27 AV. PARANOA,ATIVA,SEM ESTRUTURA,Tipo C,POINT (202114.07326976923 8254909.406936187)
Paradas de onibus.fid-70332a8e_1869e51a008_5ea2,2705,QD. 26 ANTES DA FEIRA AV. PARANOA,ATIVA,SEM ESTRUTURA,Tipo C,POINT (202119.55955829547 8255054.343767793)
Paradas de onibus.fid-70332a8e_1869e51a008_5ea3,2726,LATERAL DO TERMINAL - LADO OPOSTO A QD. 34 DF 015,ATIVA,SEM ESTRUTURA,Habitual,POINT (201871.59102026545 8255652.943334242)
Paradas de onibus.fid-70332a8e_1869e51a008_5ea4,7024,Terminal BRT Gama,ATIVA,ACOSTAMENTO OU BAIA,Estação BRT,POINT (173636.4829058509 8229590.572574912)
Paradas de onibus.fid-70332a8e_1869e51a008_5ea5,7025,Terminal BRT Gama,ATIVA,ACOSTAMENTO OU BAIA,Estação BRT,POINT (173625.63498917315 8229592.424658247)
Paradas de onibus.fid-70332a8e_1869e51a008_5ea6,7026,Terminal BRT Gama,ATIVA,ACOSTAMENTO OU BAIA,Estação BRT,POINT (173510.54123905572 8229504.847574825)
Paradas de onibus.fid-70332a8e_1869e51a008_5ea7,7027,Terminal BRT Gama,ATIVA,ACOSTAMENTO OU BAIA,Estação BRT,POINT (173494.97491959558 8229504.693234558)
Paradas de onibus.fid-70332a8e_1869e51a008_5ea8,1902,FRENTE QUADRA 01 LADO OPOSTO HOSPITAL VETERINARIO DA UNIPLAC DF - 483,ATIVA,SEM ESTRUTURA,Tipo C,POINT (173397.47249465663 8228310.4188859025)
Paradas de onibus.fid-70332a8e_1869e51a008_5ea9,1907,FRENTE HOSP. VETERINARIO UNIPLAC LADO OPOSTO QUADRA 01 DF - 483,ATIVA,ACOSTAMENTO OU BAIA,Padrão,POINT (173404.4008456822 8228353.208858042)
Paradas de onibus.fid-70332a8e_1869e51a008_5eaa,4553,LADO OPOSTO UNIDADE FARMACEUTICA DO DF BR-040,ATIVA,ACOSTAMENTO OU BAIA,Habitual,POINT (181029.02246399014 8223819.91322218)
Paradas de onibus.fid-70332a8e_1869e51a008_5eab,4538,FRENTE UNIDADE FARMACEUTICA DO DF BR-040,ATIVA,ACOSTAMENTO OU BAIA,Placa,POINT (181075.0444518004 8223769.726982758)
Paradas de onibus.fid-70332a8e_1869e51a008_5eac,6982,"Trecho 01, Conjunto 09 - Lote 07 - Fábrica de Mármore",ATIVA,SEM ESTRUTURA,Habitual,POINT (181386.34686243493 8224343.869505559)
Paradas de onibus.fid-70332a8e_1869e51a008_5ead,4552,LADO OPOSTO FABRICA DE REFRIGERANTES CERRADINHO BR-040,ATIVA,ACOSTAMENTO OU BAIA,Padrão,POINT (181089.11510503246 8224240.878549609)
Paradas de onibus.fid-70332a8e_1869e51a008_5eae,6971,Trecho 01 - Galpão Grande Grupo OK,ATIVA,ACOSTAMENTO OU BAIA,Habitual,POINT (182068.129006616 8223940.499745065)
Paradas de onibus.fid-70332a8e_1869e51a008_5eaf,6973,"Trecho 01, Conjunto 11 - Lote 02 - Fábrica de Aço Gerdau",ATIVA,SEM ESTRUTURA,Habitual,POINT (181364.7845067784 8224033.412241836)
Paradas de onibus.fid-70332a8e_1869e51a008_5eb0,6974,"Trecho 01, Conjunto 08 - Lote 17 - Fábrica de Calçados",ATIVA,ACOSTAMENTO OU BAIA,Habitual,POINT (181204.89903601614 8224364.899359584)
Paradas de onibus.fid-70332a8e_1869e51a008_5eb1,6983,"Trecho 01, Conjunto 10 - Lote 15 - Fábrica Brasília/Banco do Brasil",ATIVA,SEM ESTRUTURA,Habitual,POINT (181380.0102949242 8224078.405927387)
Paradas de onibus.fid-70332a8e_1869e51a008_5eb2,6984,"Trecho 01, Conjunto 10 - Lote 15 - Fábrica de Sorvetes",ATIVA,SEM ESTRUTURA,Habitual,POINT (181741.31784717046 8224028.111808151)
Paradas de onibus.fid-70332a8e_1869e51a008_5eb3,6985,"Trecho 01, Conjunto 10 - Lote 10 - Lavanderia Tec Lav",ATIVA,SEM ESTRUTURA,Habitual,POINT (181947.77181192645 8224000.56245452)
Paradas de onibus.fid-70332a8e_1869e51a008_5eb4,7832,PIST�O NORTE - DF 001 - EM FRENTE AO BATALH�O DA PMDF,ATIVA,,Tipo C,POINT (172572.67125308537 8251071.489834009)
Paradas de onibus.fid-70332a8e_1869e51a008_5eb5,7833,PIST�O NORTE - DF 001 - EM FRENTE AO BATALH�O DA PMDF,ATIVA,,Tipo C,POINT (172572.67125308537 8251071.489834009)
Paradas de onibus.fid-70332a8e_1869e51a008_5eb6,5220,EM FRENTE A CH 125 RUA 12,ATIVA,SEM ESTRUTURA,Placa,POINT (172994.4497495619 8251418.955374993)
Paradas de onibus.fid-70332a8e_1869e51a008_5eb7,5237,EM FRENTE A CH 312 RUA 12,ATIVA,SEM ESTRUTURA,Placa,POINT (172979.0813690583 8251432.208868684)
Paradas de onibus.fid-70332a8e_1869e51a008_5eb8,5191,A ESPECIAL 44 INTERNA - QNG,ATIVA,SEM ESTRUTURA,Tipo C,POINT (172537.5036148836 8251268.640965653)
Paradas de onibus.fid-70332a8e_1869e51a008_5eb9,6885,QNG - CEd 04,ATIVA,ACOSTAMENTO OU BAIA,Padrão,POINT (172453.12783691508 8251261.047670288)
Paradas de onibus.fid-70332a8e_1869e51a008_5eba,4955,AREA ESPECIAL LOTE 22-CCAP/TREINAMENTO DE PRACINHAS/PM (SEDE DO GOVERNO) EPCT - PISTAO NORTE,ATIVA,ACOSTAMENTO OU BAIA,Canalete 90,POINT (172573.22823571548 8251076.824885767)
Paradas de onibus.fid-70332a8e_1869e51a008_5ebb,4954,LADO OPOSTO AREA ESPECIAL LOTE 22 - CCAP - PM (SEDE DO GOVERNO) EPCT - PISTAO NORTE,ATIVA,ACOSTAMENTO OU BAIA,Tipo C,POINT (172694.38853213168 8251256.026620022)
Paradas de onibus.fid-70332a8e_1869e51a008_5ebc,5189,QNG 6 INTERNA - QNG,ATIVA,SEM ESTRUTURA,Habitual,POINT (172099.85742745933 8251165.266220607)
Paradas de onibus.fid-70332a8e_1869e51a008_5ebd,1251,LADO OPOSTO A QNG - APOS O BALAO KM 01 BR - 070,ATIVA,ACOSTAMENTO OU BAIA,Tipo C,POINT (172018.5676771474 8251449.843555324)
Paradas de onibus.fid-70332a8e_1869e51a008_5ebe,5193,QNG 6 - CASA 02 INTERNA - QNG,ATIVA,SEM ESTRUTURA,Habitual,POINT (172088.61908900205 8251171.001516532)
Paradas de onibus.fid-70332a8e_1869e51a008_5ebf,5188,A ESPECIAL  1 - C9 INTERNA - QNG,ATIVA,SEM ESTRUTURA,Canalete 90,POINT (171769.8111232317 8251059.184857697)
Paradas de onibus.fid-70332a8e_1869e51a008_5ec0,5190,QNG AE 29 INTERNA - QNG,ATIVA,ACOSTAMENTO OU BAIA,Tipo C,POINT (172199.6896448603 8251152.964946098)
Paradas de onibus.fid-70332a8e_1869e51a008_5ec1,5194,QNG 19 CASA 14 INTERNA - QNG,ATIVA,SEM ESTRUTURA,Habitual,POINT (171780.40076719568 8251050.689565032)
Paradas de onibus.fid-70332a8e_1869e51a008_5ec2,1315,EM FRENTE A QNG - ANTES DO BALAO KM 01 - ENTRADA PARA SENAC BR - 070,ATIVA,ACOSTAMENTO OU BAIA,Habitual,POINT (172044.2686119149 8251422.741146374)
Paradas de onibus.fid-70332a8e_1869e51a008_5ec3,2123,GUARA II - LADO OPOSTO QE 24 COMERCIAL - ANTES DA  SEGUNDA ENTRADA DO G-1 CONTORNO,ATIVA,ACOSTAMENTO OU BAIA,Cemusa,POINT (180190.79466949837 8247854.833240217)
Paradas de onibus.fid-70332a8e_1869e51a008_5ec4,2124,GUARA II - AREA ESPECIAL 02 LOTE C/D CONTORNO,ATIVA,ACOSTAMENTO OU BAIA,Cemusa,POINT (179973.24638775285 8247447.32497911)
Paradas de onibus.fid-70332a8e_1869e51a008_5ec5,2096,GUARA II - QE 24/26 - LADO OPOSTO A AE N 2 LOTE B/C CONTORNO,ATIVA,ACOSTAMENTO OU BAIA,Cemusa,POINT (180013.57956512817 8247463.051282716)
Paradas de onibus.fid-70332a8e_1869e51a008_5ec6,2097,GUARA II - QE 24 COMERCIAL/CONJ.E CONTORNO,ATIVA,ACOSTAMENTO OU BAIA,Cemusa,POINT (180185.76839046562 8247811.6141356295)
Paradas de onibus.fid-70332a8e_1869e51a008_5ec7,2098,GUARA II - QI 23 LOTE 5/ 7 E  9/11 CENTRAL,ATIVA,ACOSTAMENTO OU BAIA,Cemusa,POINT (180551.99353641988 8247769.239669577)
Paradas de onibus.fid-70332a8e_1869e51a008_5ec8,2099,GUARA II - QE 26 CONJ. U CENTRAL,ATIVA,ACOSTAMENTO OU BAIA,Cemusa,POINT (180610.42452444896 8247401.8874893375)
Paradas de onibus.fid-70332a8e_1869e51a008_5ec9,2110,GUARA II - QI 23 LOTE 6/ 8 CENTRAL,ATIVA,ACOSTAMENTO OU BAIA,Cemusa,POINT (180594.91564309035 8247756.750507045)
Paradas de onibus.fid-70332a8e_1869e51a008_5eca,2109,GUARA II - QE 15 CONJ. V CENTRAL,ATIVA,ACOSTAMENTO OU BAIA,Cemusa,POINT (180766.01751666173 8247496.85441185)
Paradas de onibus.fid-70332a8e_1869e51a008_5ecb,6671,Em frente a Estação do Guará,ATIVA,ACOSTAMENTO OU BAIA,Cemusa,POINT (180449.12940426724 8247984.138674248)
Paradas de onibus.fid-70332a8e_1869e51a008_5ecc,6672,Lado Oposto a Estação do Guará,ATIVA,ACOSTAMENTO OU BAIA,Cemusa,POINT (180452.8543256424 8247940.563051611)
Paradas de onibus.fid-70332a8e_1869e51a008_5ecd,7934,PISTA DE ACESSO AO GUARA PARK - LADO OPOSTO COLONIA AGRICOLA AGUAS CLARAS - CHACARA 42 A,ATIVA,,Tipo C,POINT (179561.5984039855 8247624.427299758)
Paradas de onibus.fid-70332a8e_1869e51a008_5ece,6944,EM FRENTE AO RESIDENCIAL PÔR DO SOL,ATIVA,SEM ESTRUTURA,Padrão,POINT (179457.73458376512 8247766.946431711)
Paradas de onibus.fid-70332a8e_1869e51a008_5ecf,6945,PRÓXIMO A FERROVIA NA COLÔNIA AGRÍCOLA ÁGUAS CLARAS,ATIVA,SEM ESTRUTURA,Padrão,POINT (179709.99085628934 8247607.493966228)
Paradas de onibus.fid-70332a8e_1869e51a008_5ed0,6947,EM FRENTE À CHACARA 15 / COLÔNIA AGRÍCOLA ÁGUAS CLARAS,ATIVA,SEM ESTRUTURA,Padrão,POINT (179332.22393756142 8248143.156373132)
Paradas de onibus.fid-70332a8e_1869e51a008_5ed1,6948,EM FRENTE À CHÁCARA 47 / COLÔNIA AGRÍCOLA ÁGUAS CLARAS,ATIVA,SEM ESTRUTURA,Placa,POINT (179364.3829091718 8248084.68551566)
Paradas de onibus.fid-70332a8e_1869e51a008_5ed2,4400,N 531 AV.  COMERCIAL,ATIVA,ACOSTAMENTO OU BAIA,Tipo C,POINT (202538.9239843397 8241000.575462972)
Paradas de onibus.fid-70332a8e_1869e51a008_5ed3,4373,FRENTE GINASIO DE ESPORTES AV. DOS EUCALIPTOS,ATIVA,SEM ESTRUTURA,Placa,POINT (202002.356445782 8241033.889383874)
Paradas de onibus.fid-70332a8e_1869e51a008_5ed4,4374,LADO OPOSTO GINASIO DE ESPORTES AV. DOS EUCALIPTOS,ATIVA,ACOSTAMENTO OU BAIA,Placa,POINT (202148.82324424712 8241253.399020152)
Paradas de onibus.fid-70332a8e_1869e51a008_5ed5,4401,N 201 AV.  COMERCIAL,ATIVA,SEM ESTRUTURA,Tipo C,POINT (202397.42626565858 8241306.774933346)
Paradas de onibus.fid-70332a8e_1869e51a008_5ed6,4388,VILA DO BOA - EF ENTRADA DA FAZENDA DO JANICO RUA   NACIONAL,ATIVA,SEM ESTRUTURA,Habitual,POINT (202231.99996724754 8241705.813403461)
Paradas de onibus.fid-70332a8e_1869e51a008_5ed7,4392,LADO OPOSTO N501 AV. COMERCIAL,ATIVA,SEM ESTRUTURA,Habitual,POINT (202500.838540804 8241011.035554525)
Paradas de onibus.fid-70332a8e_1869e51a008_5ed8,4377,VILA DO BOA - EM FRENTE CHAC. DO TATINHO RUA   NACIONAL,ATIVA,SEM ESTRUTURA,Placa,POINT (202239.37096013827 8241731.576027325)
Paradas de onibus.fid-70332a8e_1869e51a008_5ed9,4389,VILA DO BOA - APOS E.C SAO PAULO RUA   NACIONAL,ATIVA,SEM ESTRUTURA,Habitual,POINT (202307.2505733985 8241513.534742437)
Paradas de onibus.fid-70332a8e_1869e51a008_5eda,4391,APOS QD 2 CONJ 15 LOTE 4 AV. COMERCIAL,ATIVA,SEM ESTRUTURA,Habitual,POINT (202375.34150780737 8241295.20172429)
Paradas de onibus.fid-70332a8e_1869e51a008_5edb,4390,VILA DO BOA - PROXIMO E.C SAO PAULO RUA   NACIONAL,ATIVA,SEM ESTRUTURA,Habitual,POINT (202301.06629631988 8241492.588164415)
Paradas de onibus.fid-70332a8e_1869e51a008_5edc,6417,DF 270,ATIVA,ACOSTAMENTO OU BAIA,Padrão,POINT (223029.66953426474 8236209.864286372)
Paradas de onibus.fid-70332a8e_1869e51a008_5edd,6418,DF- 270,ATIVA,ACOSTAMENTO OU BAIA,Padrão,POINT (224548.32245530386 8236522.943521917)
Paradas de onibus.fid-70332a8e_1869e51a008_5ede,6296,Núcleo Rural Café sem Troco - Setor de Chácaras DF - 270,ATIVA,SEM ESTRUTURA,Padrão,POINT (223445.8821075788 8236279.607062854)
Paradas de onibus.fid-70332a8e_1869e51a008_5edf,6297,Núcleo Rural Café sem Troco - Setor de Chácaras DF - 270,ATIVA,SEM ESTRUTURA,Padrão,POINT (223803.014569176 8236377.81695304)
Paradas de onibus.fid-70332a8e_1869e51a008_5ee0,6298,Núcleo Rural Café sem Troco - Setor de Chácaras DF - 270,ATIVA,SEM ESTRUTURA,Padrão,POINT (223781.83333855373 8236352.522371292)
Paradas de onibus.fid-70332a8e_1869e51a008_5ee1,6293,Núcleo Rural Café sem Troco - Setor de Chácaras DF - 270,ATIVA,SEM ESTRUTURA,Padrão,POINT (222477.7316897139 8236068.996902789)
Paradas de onibus.fid-70332a8e_1869e51a008_5ee2,6295,Núcleo Rural Café sem Troco - Setor de Chácaras DF - 270,ATIVA,SEM ESTRUTURA,Padrão,POINT (223059.53725001233 8236194.7125054505)
Paradas de onibus.fid-70332a8e_1869e51a008_5ee3,6416,DF 270,ATIVA,ACOSTAMENTO OU BAIA,Padrão,POINT (222599.581259021 8236114.353741248)
Paradas de onibus.fid-70332a8e_1869e51a008_5ee4,6419,DF - 270,ATIVA,ACOSTAMENTO OU BAIA,Habitual,POINT (224901.4225323722 8236618.0313044395)
Paradas de onibus.fid-70332a8e_1869e51a008_5ee5,6420,DF - 270,ATIVA,ACOSTAMENTO OU BAIA,Padrão,POINT (226441.81695047606 8236937.847081934)
Paradas de onibus.fid-70332a8e_1869e51a008_5ee6,6423,DF - 120,ATIVA,SEM ESTRUTURA,Padrão,POINT (227441.50325173687 8242242.263253484)
Paradas de onibus.fid-70332a8e_1869e51a008_5ee7,6299,Núcleo Rural Café sem Troco - Setor de Chácaras DF - 270,ATIVA,SEM ESTRUTURA,Padrão,POINT (224169.0224786541 8236437.413677269)
Paradas de onibus.fid-70332a8e_1869e51a008_5ee8,6909,EPDB - SHIS QL 22,ATIVA,ACOSTAMENTO OU BAIA,Padrão,POINT (195103.2454002183 8246434.266134976)
Paradas de onibus.fid-70332a8e_1869e51a008_5ee9,2527,SHIS QI 21 ANTES DA ENTRADA CONJUNTO 11 A 14 (POSTO DE GASOLINA) EPDB,ATIVA,ACOSTAMENTO OU BAIA,Placa,POINT (194135.2754441591 8245683.35591491)
Paradas de onibus.fid-70332a8e_1869e51a008_5eea,2528,SHIS ENTRE QI 21/23 EM FRENTE AO CENTRO DE SAUDE NUMERO 05 EPDB,ATIVA,ACOSTAMENTO OU BAIA,Cemusa,POINT (194233.41932644852 8246007.83906283)
Paradas de onibus.fid-70332a8e_1869e51a008_5eeb,2451,SHIS QL 22 ANTES ENTRADA CONJUNTO 2 EPDB,ATIVA,ACOSTAMENTO OU BAIA,Cemusa,POINT (194526.3227863054 8246304.307623324)
Paradas de onibus.fid-70332a8e_1869e51a008_5eec,2452,SHIS QL 20 ANTES ENTRADA CONJUNTO 4 EPDB,ATIVA,ACOSTAMENTO OU BAIA,Cemusa,POINT (194168.97035967896 8245996.039066961)
Paradas de onibus.fid-70332a8e_1869e51a008_5eed,2453,SHIS QL 20 APOS A ENTRADA DO CONJUNTO 3 EPDB,ATIVA,ACOSTAMENTO OU BAIA,Cemusa,POINT (194076.75399222906 8245661.409436397)
Paradas de onibus.fid-70332a8e_1869e51a008_5eee,2526,SHIS QI 21 APOS ENTRADA DOS CONJUNTOS 01 A 19 EPDB,ATIVA,ACOSTAMENTO OU BAIA,Cemusa,POINT (194085.6418330237 8245423.17616414)
Paradas de onibus.fid-70332a8e_1869e51a008_5eef,2529,SHIS QI 23 ANTES DA ENTRADA DOS CONJUNTOS 01 A 09 EPDB,ATIVA,ACOSTAMENTO OU BAIA,Cemusa,POINT (194554.11831187282 8246260.806710428)
Paradas de onibus.fid-70332a8e_1869e51a008_5ef0,2530,SHIS QI 23 APOS  ENTRADA DO CONJUNTO 10 EPDB,ATIVA,ACOSTAMENTO OU BAIA,Cemusa,POINT (195076.7174166577 8246376.524936898)
Paradas de onibus.fid-70332a8e_1869e51a008_5ef1,2549,SMDB ANTES DA ENTRADA QI 23 CONJUNTO 16 A 19 EPCV,ATIVA,ACOSTAMENTO OU BAIA,Cemusa,POINT (195111.16341732236 8245392.497735071)
Paradas de onibus.fid-70332a8e_1869e51a008_5ef2,2550,SHIS QI 23 ANTES DA ENTRADA DO CONJUNTO 03 EPCV,ATIVA,ACOSTAMENTO OU BAIA,Cemusa,POINT (194761.94062966132 8245966.476233704)
Paradas de onibus.fid-70332a8e_1869e51a008_5ef3,2537,SHIS QI 21 APOS CONJUNTO 4 EPCV,ATIVA,ACOSTAMENTO OU BAIA,Cemusa,POINT (194739.6844318034 8245923.328171088)
Paradas de onibus.fid-70332a8e_1869e51a008_5ef4,2538,SMDB CONJUNTO 19 LOTE 04 - EM FRENTE A ESCOLA DAS NACOES EPCV,ATIVA,ACOSTAMENTO OU BAIA,Cemusa,POINT (195153.99035011497 8245335.779187225)
Paradas de onibus.fid-70332a8e_1869e51a008_5ef5,2454,SHIS QL 20 APOS A ENTRADA DO CONJUNTO 1 EPDB,ATIVA,ACOSTAMENTO OU BAIA,Cemusa,POINT (193989.8260542022 8245263.15000282)
Paradas de onibus.fid-70332a8e_1869e51a008_5ef6,2450,SHIS QL 22 APOS CONJUNTO 5 ( POSTO ESTACAO 23) EPDB,ATIVA,ACOSTAMENTO OU BAIA,Habitual,POINT (194818.97189947582 8246374.074299266)
Paradas de onibus.fid-70332a8e_1869e51a008_5ef7,4424,FRENTE CASA 02 RUA PRINCIPAL,ATIVA,SEM ESTRUTURA,Placa,POINT (205305.0596209069 8238891.385954278)
Paradas de onibus.fid-70332a8e_1869e51a008_5ef8,4422,BAIRRO BELA VISTA - LOTE 40 RUA 01 (DF 463/ 473),ATIVA,SEM ESTRUTURA,Habitual,POINT (204909.83861080068 8238778.965685713)
Paradas de onibus.fid-70332a8e_1869e51a008_5ef9,4423,BAIRRO BELA VISTA - LOTE 310 RUA TERMINAL (DF 463/ 473,ATIVA,SEM ESTRUTURA,Placa,POINT (205254.93829420675 8238798.728575391)
Paradas de onibus.fid-70332a8e_1869e51a008_5efa,4442,BAIRRO SAO FRANCISCO QUADRA 37 LOTE 1A AV. SAO SEBASTIAO,ATIVA,SEM ESTRUTURA,Placa,POINT (204080.0857608808 8238800.2137808)
Paradas de onibus.fid-70332a8e_1869e51a008_5efb,4417,CONJUNTO C N 1.081 (PROXIMO ESCOLA CLASSE) AVENIDA CENTRAL (DF 463/,ATIVA,SEM ESTRUTURA,Padrão,POINT (204610.1334040499 8238904.118332542)
Paradas de onibus.fid-70332a8e_1869e51a008_5efc,4416,FRENTE A  ESCOLA SAO JOSE AVENIDA CENTRAL (DF 463/,ATIVA,SEM ESTRUTURA,Habitual,POINT (204617.9437370567 8238783.3314735005)
Paradas de onibus.fid-70332a8e_1869e51a008_5efd,4444,BAIRRO SAO JOSE - QUADRA 16. CONJ F LOTE 4 AV. SAO SEBASTIAO,ATIVA,SEM ESTRUTURA,Habitual,POINT (204319.70298596704 8238659.173307945)
Paradas de onibus.fid-70332a8e_1869e51a008_5efe,4443,QD 5 CONJ 1 LADO OPOSTO CAESB AV. SAO SEBASTIAO,ATIVA,SEM ESTRUTURA,Habitual,POINT (204408.49042603705 8238559.0635735765)
Paradas de onibus.fid-70332a8e_1869e51a008_5eff,4445,BAIRRO SAO JOSE - QUADRA 5. LOTE 48 AV. SAO SEBASTIAO,ATIVA,SEM ESTRUTURA,Habitual,POINT (204081.52177244326 8238838.235741503)
Paradas de onibus.fid-70332a8e_1869e51a008_5f00,2137,GUARA II - QE 46 CONJ. A -  PRACA INTERNA,ATIVA,SEM ESTRUTURA,Habitual,POINT (182680.84945226085 8245513.794900307)
Paradas de onibus.fid-70332a8e_1869e51a008_5f01,3459,SQN 401 - LADO OPOSTO AO CENTRO CULTURAL BRASILIA L2 NORTE,ATIVA,ACOSTAMENTO OU BAIA,Tradicional,POINT (192092.68032669244 8252624.283785263)
Paradas de onibus.fid-70332a8e_1869e51a008_5f02,3432,SGAN 601- CENTRO CULTURAL BRASILIA L2 NORTE,ATIVA,ACOSTAMENTO OU BAIA,Fibra de Vidro,POINT (192135.00906212113 8252581.304611257)
Paradas de onibus.fid-70332a8e_1869e51a008_5f03,2980,EM FRENTE A QUADRA 1 CONJUNTO DF 250,ATIVA,SEM ESTRUTURA,Tipo C,POINT (203773.90584933647 8256416.989338335)
Paradas de onibus.fid-70332a8e_1869e51a008_5f04,2878,LADO OPOSTO A QUADRA 1 CONJUNTO B DF 250,ATIVA,ACOSTAMENTO OU BAIA,Tipo C,POINT (203767.2622912847 8256388.07797044)
Paradas de onibus.fid-70332a8e_1869e51a008_5f05,2877,LADO OPOSTO A QUADRA 1 CONJUNTO A DF 250,ATIVA,ACOSTAMENTO OU BAIA,Habitual,POINT (203324.44046317012 8256216.045884037)
Paradas de onibus.fid-70332a8e_1869e51a008_5f06,6410,DF 250 ( PRÓXIMO AO ITAPOÃ),ATIVA,ACOSTAMENTO OU BAIA,Tipo C,POINT (203558.62301053235 8256307.002404925)
Paradas de onibus.fid-70332a8e_1869e51a008_5f07,2981,EM FRENTE A QUARA 1 CONJUNTO B DF 250,ATIVA,SEM ESTRUTURA,Tipo C,POINT (203527.91082599817 8256320.844130869)
Paradas de onibus.fid-70332a8e_1869e51a008_5f08,2983,EM FRENTE A QUADRA 2 CONJUNTO M KM 01 DF 250,ATIVA,SEM ESTRUTURA,Tipo C,POINT (203157.65824721393 8256177.928894584)
Paradas de onibus.fid-70332a8e_1869e51a008_5f09,2982,EM FRENTE A QUADRA 1 CONJUNTO A DF 250,ATIVA,SEM ESTRUTURA,Tipo C,POINT (203314.9951125693 8256239.197455624)
Paradas de onibus.fid-70332a8e_1869e51a008_5f0a,2876,LADO OPOSTO A QUADRA 2 CONJUNTO M KM 01 DF 250,ATIVA,ACOSTAMENTO OU BAIA,Padrão,POINT (203180.96799588169 8256155.241549967)
Paradas de onibus.fid-70332a8e_1869e51a008_5f0b,2879,LADO OPOSTO A QUADRA 2 CONJUNTO A DF 250,ATIVA,ACOSTAMENTO OU BAIA,Habitual,POINT (203694.3488221377 8256376.02532282)
Paradas de onibus.fid-70332a8e_1869e51a008_5f0c,2984,EM FRENTE A QUADRA 2 CONJUNTO I DF 250,ATIVA,SEM ESTRUTURA,Padrão,POINT (202886.28730857355 8256071.863049958)
Paradas de onibus.fid-70332a8e_1869e51a008_5f0d,6275,QL 01 - Conjunto G - Lote 2.D Via Margila / Itapoã II,ATIVA,SEM ESTRUTURA,Habitual,POINT (202044.45286819973 8256486.597721538)
Paradas de onibus.fid-70332a8e_1869e51a008_5f0e,4731,LADO OPOSTO ITAPU QL 1 DF-001,ATIVA,ACOSTAMENTO OU BAIA,Tipo C,POINT (202086.0101256062 8256365.780567799)
Paradas de onibus.fid-70332a8e_1869e51a008_5f0f,2874,LADO OPOSTO A QUADRA 2 CONJUNTO H DF 250,ATIVA,ACOSTAMENTO OU BAIA,Padrão,POINT (202689.2371336805 8255966.827589175)
Paradas de onibus.fid-70332a8e_1869e51a008_5f10,6919,EM FRENTE A QL1 ITAPOA,ATIVA,SEM ESTRUTURA,Padrão,POINT (202079.60265380013 8256486.12816045)
Paradas de onibus.fid-70332a8e_1869e51a008_5f11,2985,EM FRENTE A QUADRA E CONJUNTO H DF 250,ATIVA,SEM ESTRUTURA,Padrão,POINT (202667.81885057047 8255987.63377493)
Paradas de onibus.fid-70332a8e_1869e51a008_5f12,2986,EM FRENTE A ENTRADA PARA ITAPUA - QUADRA 2 DF 250,ATIVA,SEM ESTRUTURA,Padrão,POINT (202453.43434149813 8255903.54249015)
Paradas de onibus.fid-70332a8e_1869e51a008_5f13,4734,EM FRENTE ITAPU QL 1 DF-001,ATIVA,SEM ESTRUTURA,Habitual,POINT (202129.35593435593 8256357.053735884)
Paradas de onibus.fid-70332a8e_1869e51a008_5f14,2873,PRIMEIRA PRADA LADO OPOSTO A ITAPUA - QUADRA 2 DF 250,ATIVA,ACOSTAMENTO OU BAIA,Habitual,POINT (202463.9628497276 8255881.411118288)
